141, 0.674779
137, 0.776558
137, 0.839614
140, 0.876075
143, 0.901141
144, 0.925613
143, 0.952562
143, 0.973529
146, 0.981785
145, 1.000957
146, 1.012138
146, 1.025251
148, 1.030553
151, 1.031273
152, 1.037340
155, 1.036144
159, 1.030901
160, 1.034139
161, 1.036896
165, 1.030048
168, 1.025619
174, 1.012036
174, 1.015064
176, 1.012251
177, 1.011975
183, 0.997656
186, 0.991170
186, 0.992466
187, 0.991037
194, 0.973782
195, 0.971703
200, 0.959439
202, 0.954464
203, 0.951849
204, 0.949179
206, 0.944026
207, 0.941205
208, 0.938343
216, 0.918970
218, 0.913399
223, 0.901010
225, 0.895250
228, 0.887258
230, 0.881402
232, 0.875520
233, 0.871756
232, 0.872282
236, 0.862189
238, 0.856280
239, 0.852444
242, 0.844461
246, 0.834431
247, 0.830450
247, 0.828495
253, 0.814576
253, 0.812477
254, 0.808443
256, 0.802461
262, 0.788785
261, 0.788447
263, 0.782448
266, 0.774569
268, 0.768560
272, 0.758866
271, 0.758342
274, 0.750536
276, 0.744550
277, 0.740374
276, 0.739822
281, 0.728544
282, 0.724374
283, 0.720218
286, 0.712568
286, 0.710151
286, 0.707766
286, 0.705413
284, 0.706599
286, 0.700843
287, 0.696834
290, 0.689377
291, 0.685363
292, 0.681361
294, 0.675668
293, 0.675078
294, 0.671128
296, 0.665499
296, 0.663246
298, 0.657651
299, 0.653736
301, 0.648168
300, 0.647586
301, 0.643719
302, 0.639862
301, 0.639329
303, 0.633866
306, 0.626776
307, 0.622953
312, 0.612689
312, 0.610443
312, 0.608219
313, 0.604418
316, 0.597453
321, 0.587383
322, 0.583553
324, 0.578189
325, 0.574373
327, 0.569037
328, 0.565234
330, 0.559925
333, 0.553124
336, 0.546343
339, 0.539582
340, 0.535775
341, 0.531979
343, 0.526735
343, 0.524410
341, 0.525029
343, 0.519844
342, 0.519038
342, 0.516802
338, 0.520468
337, 0.519799
339, 0.514719
339, 0.512591
340, 0.509008
343, 0.502510
346, 0.496032
347, 0.492448
346, 0.491755
347, 0.488204
352, 0.478948
355, 0.472563
356, 0.468999
355, 0.468254
355, 0.466129
360, 0.457026
360, 0.454881
363, 0.448602
364, 0.445082
364, 0.442944
363, 0.442196
364, 0.438721
361, 0.440765
363, 0.435952
362, 0.435276
363, 0.431865
361, 0.432600
362, 0.429222
363, 0.425851
364, 0.422489
367, 0.416402
367, 0.414405
369, 0.409704
369, 0.407715
369, 0.405740
367, 0.406494
364, 0.408665
361, 0.410908
360, 0.410437
359, 0.409991
358, 0.409569
357, 0.409171
355, 0.410203
358, 0.404246
357, 0.403880
354, 0.406354
354, 0.404645
352, 0.405778
352, 0.404106
355, 0.398200
356, 0.395115
356, 0.393439
356, 0.391773
352, 0.395766
353, 0.392732
354, 0.389703
352, 0.390923
